Month,Dealer,LOB,Car_Model,Employee_Code,Status,Reason_Lost,Testdrive,Financier,Source_PV_,Inquiry_Date,Booking_Date,Invoice_Date,Booking_Confirmed,Sale_Confirmed
2020 / 11,Dealer 5,UVs,Model I,8.61065E+18,Won,Unspecified,Not given,SELF,External Leads-Web,10/18/2020,2020-11-03,2020-11-05,TRUE,TRUE
2020 / 12,Dealer 5,Cars,Model A,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,11/26/2020,2020-11-26,2020-12-29,TRUE,TRUE
2020 / 12,Dealer 5,Cars,Model A,8.61065E+18,Won,Unspecified,Given,SELF,Referral,12/10/2020,2020-12-18,2020-12-28,TRUE,TRUE
2020 / 12,Dealer 5,Cars,Model A,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,11/21/2020,2020-11-21,2020-12-19,TRUE,TRUE
2020 / 12,Dealer 5,Cars,Model P,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,11/15/2020,2020-11-15,2020-12-05,TRUE,TRUE
2020 / 12,Dealer 5,UVs,Model I,8.61065E+18,Won,Unspecified,Given,SELF,External Leads - SSS Self,11/12/2020,2020-11-15,2020-12-14,TRUE,TRUE
2020 / 12,Dealer 5,UVs,Model I,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,11/3/2020,2020-11-03,2020-12-29,TRUE,TRUE
2020 / 12,Dealer 5,UVs,Model I,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,11/13/2020,2020-11-13,2020-12-31,TRUE,TRUE
2021 / 01,Dealer 5,Cars,Model A,8.61065E+18,Won,Unspecified,Given,SELF,External Leads-Web,11/5/2020,2020-11-13,2021-01-29,TRUE,TRUE
2021 / 01,Dealer 5,Cars,Model A,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,1/19/2021,2021-01-19,2021-01-29,TRUE,TRUE
2021 / 01,Dealer 5,Cars,Model O,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,12/5/2020,2020-12-06,2021-01-22,TRUE,TRUE
2021 / 01,Dealer 5,Cars,Model O,8.61065E+18,Won,Unspecified,Given,SELF,Cold Calling,12/14/2020,2020-12-18,2021-01-18,TRUE,TRUE
2021 / 01,Dealer 5,Cars,Model O,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,1/6/2021,2021-01-06,2021-01-20,TRUE,TRUE
2021 / 01,Dealer 5,Cars,Model P,8.61065E+18,Won,Unspecified,Not given,SELF,External Leads - SSS Self,1/22/2021,2021-01-22,2021-01-22,TRUE,TRUE
2021 / 01,Dealer 5,UVs,Model I,8.61065E+18,Won,Unspecified,Not given,SELF,Digital Lead-Dealer,1/15/2021,2021-01-15,2021-01-15,TRUE,TRUE
2021 / 01,Dealer 5,UVs,Model I,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,11/3/2020,2020-11-03,2021-01-09,TRUE,TRUE
2021 / 01,Dealer 5,UVs,Model I,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,11/13/2020,2020-11-13,2021-01-12,TRUE,TRUE
2021 / 01,Dealer 5,UVs,Model I,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,11/26/2020,2020-11-26,2021-01-18,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model A,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,12/27/2020,2020-12-27,2021-02-28,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model A,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,11/21/2020,2020-11-21,2021-02-15,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model O,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,2/25/2021,2021-02-25,2021-02-25,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model O,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,2/11/2021,2021-02-11,2021-02-26,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model O,8.61065E+18,Won,Unspecified,Not given,SELF,Cold Calling,2/27/2021,2021-02-28,2021-02-28,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model O,8.61065E+18,Won,Unspecified,Given,SELF,Showroom Walk-in,2/6/2021,2021-02-08,2021-02-22,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model O,8.61065E+18,Won,Unspecified,Given,SELF,Cold Calling,2/3/2021,2021-02-03,2021-02-22,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model P,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,1/6/2021,2021-01-06,2021-02-28,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model P,8.61065E+18,Won,Unspecified,Given,SELF,Showroom Walk-in,2/10/2021,2021-02-12,2021-02-28,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model P,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,1/30/2021,2021-01-30,2021-02-04,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model P,8.61065E+18,Won,Unspecified,Given,SELF,Showroom Walk-in,1/30/2021,2021-01-30,2021-02-17,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model P,8.61065E+18,Won,Unspecified,Given,SELF,Showroom Walk-in,2/3/2021,2021-02-04,2021-02-10,TRUE,TRUE
2021 / 02,Dealer 5,Cars,Model P,8.61065E+18,Won,Unspecified,Given,SELF,External Leads - SSS Self,2/8/2021,2021-02-09,2021-02-28,TRUE,TRUE
2021 / 02,Dealer 5,UVs,Model I,8.61065E+18,Won,Unspecified,Not given,SELF,Referral,2/27/2021,2021-02-27,2021-02-27,TRUE,TRUE
2021 / 02,Dealer 5,UVs,Model I,8.61065E+18,Won,Unspecified,Given,SELF,Digital Lead-Dealer,1/9/2021,2021-01-09,2021-02-10,TRUE,TRUE
